Date,S&P500,Industrials,Health Care,Information Technology,Consumer Discretionary,Utilities,Financials,Materials,Real Estate,Consumer Staples,Energy,Telecommunication Services
2008-11-30,23.02427367471397,25.21976280285459,28.552218682363794,19.789142811194644,16.4616893200569,21.911885808270675,24.318645167385682,27.376388265550236,21.782963672697367,23.763117747028865,28.596526798872173,15.384763618421054
2008-12-31,23.06088254244855,25.60949048690292,27.652974628389167,19.691329152958154,17.821317738329242,21.884833441558442,24.004616210565548,28.532347696280997,22.10658791761364,23.341620693548386,26.724755310064943,15.463680602272726
2009-01-31,23.250563229565202,25.99582225847458,28.37221664561404,20.448669540476192,17.957376782432434,22.467651299999993,22.369714102459028,29.138359568181816,21.6606735609375,23.341103164516124,28.239592326785722,16.5845290625
2009-02-28,21.87590371956523,23.46446528189117,28.764465300092333,20.446670053467003,16.810839113798007,21.472642404135335,19.5466051285591,27.38985749282296,18.562128328947367,22.19904779966045,26.736685609022555,15.013311947368422
2009-03-31,20.593183409881437,21.003713287365184,25.51630927751196,19.818648064935058,17.169936601351356,19.131060665584414,18.638433477645314,26.991752157024795,16.99199083096591,21.062949090909086,25.59612024512987,14.471470284090913
2009-04-30,23.641558393892307,24.726800322841008,27.659067868003344,22.67889834542706,20.7317868970399,20.10723786054422,23.034903741608105,30.680786915584417,20.61808517559524,22.274956499231948,28.27970925510204,16.493390797619046
2009-05-31,25.296357647603514,26.28034836186439,29.736527108771927,23.922544311111103,21.939207614189197,20.661708233928575,25.85827847500001,32.14722320681818,21.8639219125,23.298000598387098,31.56810010714285,16.9030335625
2009-06-30,25.986681291436106,27.006470664098615,30.723484486443375,25.191171515151517,22.369082867936125,21.625994655844153,26.18798066343765,32.18504137809918,22.43063107244318,24.089310353372436,32.00617227110389,17.804962840909088
2009-07-31,26.338726127748064,26.809267601694913,31.828063074162685,25.805071575036077,22.8994020061425,22.42198315422078,26.638287655303024,32.00275684297521,22.401806034090907,24.969037939882696,30.459816777597414,18.57843444318182
2009-08-31,28.93389358994136,29.572110117836957,34.52426997660819,27.691780647941467,25.55422049099099,23.32949282993198,30.332978136507936,35.20020966450217,26.461750958333333,25.722188709677425,33.752167797619045,17.956516535714286
